,idno,formid,form_model,title,nation,year_start,year_end,repositoryid,repo_title,created,changed,varcount,total_views,authoring_entity,total_downloads,rank,type,id,url,link_da,Unnamed: 0,Category
329,UNHCR_TCD_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Chad,2019,2019,WA,West and Central Africa,2021-04-10T15:33:30+02:00,2021-04-10T15:33:30+02:00,106,2397,UNHCR,64,1,survey,367,https://microdata.unhcr.org/index.php/catalog/367,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
330,UNHCR_TCD_GORE_2019_WASH_v2.1,3,licensed,"Water, Sanitation and Hygiene (WASH) KAP - GORE 2019",Chad,2019,2019,WA,West and Central Africa,2023-04-04T12:40:48+02:00,2023-04-05T08:31:13+02:00,110,13,UNHCR,0,1,survey,895,https://microdata.unhcr.org/index.php/catalog/895,,,
331,UNHCR_TCD_BAGA_SOLA_2019_WASH_v2.1,3,licensed,"Water, Sanitation and Hygiene (WASH) KAP - BAGA SOLA 2019",Chad,2019,2019,WA,West and Central Africa,2023-04-04T11:36:10+02:00,2023-04-05T08:30:13+02:00,110,2,UNHCR,0,1,survey,893,https://microdata.unhcr.org/index.php/catalog/893,,,
332,UNHCR_CHL_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Chile,2019,2019,SA,Americas,2021-04-10T15:28:24+02:00,2021-04-10T15:28:24+02:00,106,2687,UNHCR,45,1,survey,331,https://microdata.unhcr.org/index.php/catalog/331,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
333,UNHCR_COD_2019_SENS_v2.1,3,licensed,"Standardised Expanded Nutrition Survey (refugees from Burundi, Central African Republic and South Sudan) - 2019",Congo (Democratic Republic of the),2019,2019,SAO,Southern Africa,2022-10-31T10:17:54+01:00,2022-10-31T10:17:54+01:00,311,4210,UNHCR,45,1,survey,782,https://microdata.unhcr.org/index.php/catalog/782,,,
334,UNHCR_COD_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019","Congo, Dem. Rep.",2019,2019,SAO,Southern Africa,2021-04-10T15:28:58+02:00,2021-04-10T15:28:58+02:00,106,3442,UNHCR,72,1,survey,335,https://microdata.unhcr.org/index.php/catalog/335,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
335,UNHCR_COG_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019","Congo, Rep.",2019,2019,SAO,Southern Africa,2021-04-10T15:29:06+02:00,2021-04-10T15:29:06+02:00,106,3264,UNHCR,80,1,survey,336,https://microdata.unhcr.org/index.php/catalog/336,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
336,UNHCR_CRI_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Costa Rica,2019,2019,SA,Americas,2021-04-10T15:29:23+02:00,2021-04-10T15:29:23+02:00,106,2654,UNHCR,61,1,survey,338,https://microdata.unhcr.org/index.php/catalog/338,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
337,UNHCR_ETH_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Ethiopia,2019,2019,EHA,East and Horn of Africa,2021-04-10T15:29:40+02:00,2021-04-10T15:29:40+02:00,106,3522,UNHCR,141,1,survey,340,https://microdata.unhcr.org/index.php/catalog/340,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
338,UNHCR_GHA_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Ghana,2019,2019,WA,West and Central Africa,2021-04-10T15:29:57+02:00,2021-04-10T15:29:57+02:00,106,2811,UNHCR,71,1,survey,342,https://microdata.unhcr.org/index.php/catalog/342,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
339,UNHCR_JOR_2020_HV9v2_v2.1,3,licensed,"Home Visits (version 9v2), 2019-2020",Jordan,2019,2020,MENA,Middle East and North Africa,2021-02-16T22:16:20+01:00,2021-02-16T22:16:51+01:00,379,7655,United Nations High Commissioner for Refugees,222,1,survey,292,https://microdata.unhcr.org/index.php/catalog/292,,92.0,Home Visits
340,UNHCR_JOR_2020_HV9_v2.1,3,licensed,"Home Visits (version 9), 2019",Jordan,2019,2019,MENA,Middle East and North Africa,2021-02-16T22:16:10+01:00,2021-02-16T22:17:00+01:00,325,7473,United Nations High Commissioner for Refugees,198,1,survey,291,https://microdata.unhcr.org/index.php/catalog/291,,91.0,Home Visits
341,UNHCR_JOR_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Jordan,2019,2019,MENA,Middle East and North Africa,2021-04-10T15:30:23+02:00,2021-04-10T15:30:23+02:00,106,2930,UNHCR,97,1,survey,345,https://microdata.unhcr.org/index.php/catalog/345,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
342,UNHCR_KEN_2019_SES_Kakuma_v2.1,3,licensed,Socioeconomic Survey of Refugees in Kakuma 2019,Kenya,2019,2019,EHA,East and Horn of Africa,2021-03-12T15:29:45+01:00,2021-03-16T17:40:22+01:00,455,18119,"United Nations High Commissioner for Refugees, The World Bank",2939,1,survey,302,https://microdata.unhcr.org/index.php/catalog/302,,98.0,Socioeconomic Survey
343,UNHCR_KEN_2019_SES_Shona_v2.1,3,licensed,Socioeconomic Survey of the Stateless Shona in 2019,Kenya,2019,2019,EHA,East and Horn of Africa,2020-12-08T11:29:10+01:00,2021-02-18T16:44:09+01:00,217,16499,United Nations High Commissioner for Refugees,1404,1,survey,282,https://microdata.unhcr.org/index.php/catalog/282,,83.0,Socioeconomic Survey of the Stateless
344,UNHCR_KEN_2019_KAP_Kalobeyei_Kakuma_v2.1,3,licensed,KAP Survey and a Mini Evaluation Of The WASH Project in Kakuma Refugee Camp and Kalobeyei Settlement Site - 2019,Kenya,2019,2019,EHA,East and Horn of Africa,2020-09-30T07:07:01+02:00,2020-10-01T11:39:24+02:00,137,8174,"NRC, UNHCR",555,1,survey,273,https://microdata.unhcr.org/index.php/catalog/273,,75.0,KAP Survey
345,UNHCR_KEN_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Kenya,2019,2019,EHA,East and Horn of Africa,2021-04-10T15:30:40+02:00,2021-04-10T15:30:40+02:00,106,3218,UNHCR,79,1,survey,347,https://microdata.unhcr.org/index.php/catalog/347,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
346,UNHCR_KEN_2019_SENS_Kakuma_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS), Kakuma and Kalobeyei Refugee Camps - 2019",Kenya,2019,2019,EHA,East and Horn of Africa,2021-09-10T11:33:41+02:00,2021-09-24T12:47:20+02:00,111,2123,UNHCR,105,1,survey,486,https://microdata.unhcr.org/index.php/catalog/486,,197.0,Standardized Expanded Nutrition Survey (SENS)
347,UNHCR_KEN_2019_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2019",Kenya,2019,2019,EHA,East and Horn of Africa,2021-04-09T22:46:22+02:00,2021-04-09T22:46:22+02:00,101,1854,UNHCR,56,1,survey,313,https://microdata.unhcr.org/index.php/catalog/313,,102.0,Energy Monitoring Framework Survey
348,UNHCR_LBN_2019_VASYR_v2.1,3,licensed,Vulnerability Assessment of Syrian Refugees - 2019,Lebanon,2019,2019,MENA,Middle East and North Africa,2020-02-14T15:49:36+01:00,2020-05-20T13:20:31+02:00,645,16128,"UNHCR, WFP, UNICEF",471,1,survey,215,https://microdata.unhcr.org/index.php/catalog/215,,40.0,Vulnerability Assessment of Syrian Refugees (VASYR)
349,UNHCR_LBN_2019_VASYR_Arsaal_v2.1,3,licensed,Vulnerability Assessment of Syrian Refugees in Arsaal - 2019,Lebanon,2019,2019,MENA,Middle East and North Africa,2020-03-02T09:43:01+01:00,2020-05-20T13:20:16+02:00,618,15643,"UNHCR, WFP, UNICEF",179,1,survey,220,https://microdata.unhcr.org/index.php/catalog/220,,43.0,Vulnerability Assessment of Syrian Refugees (VASYR)
350,UNHCR_LBN_2019_VARON_v2.1,3,licensed,Vulnerability Assessment of Refugees of Other Nationalities - 2019,Lebanon,2019,2019,MENA,Middle East and North Africa,2020-09-23T11:33:50+02:00,2020-09-23T11:42:25+02:00,671,13960,"UNHCR, UNICEF, WFP",448,1,survey,271,https://microdata.unhcr.org/index.php/catalog/271,,73.0,Vulnerability Assessment of Refugees of Other Nationalities
351,UNHCR_MWI_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Malawi,2019,2019,SAO,Southern Africa,2021-04-10T15:31:57+02:00,2021-04-10T15:31:57+02:00,106,3358,UNHCR,69,1,survey,356,https://microdata.unhcr.org/index.php/catalog/356,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
352,UNHCR_MRT_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Mauritania,2019,2019,MENA,Middle East and North Africa,2021-04-10T15:31:41+02:00,2021-04-10T15:31:41+02:00,106,2675,UNHCR,54,1,survey,354,https://microdata.unhcr.org/index.php/catalog/354,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
353,UNHCR_MRT_2019_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2019",Mauritania,2019,2019,MENA,Middle East and North Africa,2021-04-09T22:46:30+02:00,2021-04-09T22:46:30+02:00,101,2338,UNHCR,53,1,survey,314,https://microdata.unhcr.org/index.php/catalog/314,,102.0,Energy Monitoring Framework Survey
354,UNHCR_MAR_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Morocco,2019,2019,MENA,Middle East and North Africa,2021-04-10T15:30:57+02:00,2021-04-10T15:30:57+02:00,106,2351,UNHCR,79,1,survey,349,https://microdata.unhcr.org/index.php/catalog/349,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
355,UNHCR_MOZ_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Mozambique,2019,2019,SAO,Southern Africa,2021-04-10T15:31:23+02:00,2021-04-10T15:31:23+02:00,106,3480,UNHCR,82,1,survey,352,https://microdata.unhcr.org/index.php/catalog/352,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
356,UNHCR_NAM_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Namibia,2019,2019,SAO,Southern Africa,2021-04-10T15:32:05+02:00,2021-04-10T15:32:05+02:00,106,2539,UNHCR,60,1,survey,357,https://microdata.unhcr.org/index.php/catalog/357,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
357,UNHCR_NER_2019_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2019",Niger,2019,2019,WA,West and Central Africa,2021-04-09T22:46:37+02:00,2021-04-09T22:46:37+02:00,101,2247,UNHCR,58,1,survey,315,https://microdata.unhcr.org/index.php/catalog/315,,102.0,Energy Monitoring Framework Survey
358,UNHCR_PAN_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Panama,2019,2019,SA,Americas,2021-04-10T15:32:13+02:00,2021-04-10T15:32:13+02:00,106,2233,UNHCR,51,1,survey,358,https://microdata.unhcr.org/index.php/catalog/358,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
359,UNHCR_RWA_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Rwanda,2019,2019,EHA,East and Horn of Africa,2021-04-10T15:32:21+02:00,2021-04-10T15:32:21+02:00,106,2619,UNHCR,86,1,survey,359,https://microdata.unhcr.org/index.php/catalog/359,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
360,UNHCR_SOM_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Somalia,2019,2019,EHA,East and Horn of Africa,2021-04-10T15:32:56+02:00,2021-04-10T15:32:56+02:00,106,2493,UNHCR,60,1,survey,363,https://microdata.unhcr.org/index.php/catalog/363,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
361,UNCHR_SSD_2019_WASHKAPv2.1,3,licensed,KAP WASH 2019 in South Sudan's Ajuong Thok and Pamir Camps,South Sudan,2019,2019,EHA,East and Horn of Africa,2020-09-15T14:24:47+02:00,2020-09-15T14:26:57+02:00,137,4410,"UNHCR, Samaritan's Purse",666,1,survey,269,https://microdata.unhcr.org/index.php/catalog/269,,72.0,KAP WASH Survey
362,UNHCR_SSD_2019_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2019",South Sudan,2019,2019,EHA,East and Horn of Africa,2021-04-09T22:47:00+02:00,2021-04-09T22:47:00+02:00,101,2358,UNHCR,57,1,survey,318,https://microdata.unhcr.org/index.php/catalog/318,,102.0,Energy Monitoring Framework Survey
363,UNHCR_SSD_2019_SENS_Maban_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS), Maban Refugee Camps - 2019",South Sudan,2019,2019,EHA,East and Horn of Africa,2022-01-14T14:28:39+01:00,2022-01-17T11:29:41+01:00,80,1545,"UNHCR, International Medical Corps, WFP, UNICEF, Relief International, ",57,1,survey,595,https://microdata.unhcr.org/index.php/catalog/595,,244.0,Standardized Expanded Nutrition Survey (SENS)
364,UNHCR_SSD_2019_SENS_Jamjang_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS), Jamjang Refugee Camps - 2019",South Sudan,2019,2019,EHA,East and Horn of Africa,2021-12-22T17:40:57+01:00,2022-01-14T10:00:18+01:00,79,1366,"UNHCR, Samaritan's Purse, WFP, UNICEF, IRC, AHA",44,1,survey,590,https://microdata.unhcr.org/index.php/catalog/590,,240.0,Standardized Expanded Nutrition Survey (SENS)
365,UNHCR_SSD_2019_SENS_Makpandu_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS), Makpandu Refugee Camp - 2019",South Sudan,2019,2019,EHA,East and Horn of Africa,2022-01-17T11:30:07+01:00,2022-01-17T11:32:26+01:00,81,1250,"UNHCR, World Vision International",40,1,survey,596,https://microdata.unhcr.org/index.php/catalog/596,,245.0,Standardized Expanded Nutrition Survey (SENS)
366,UNHCR_SSD_2019_SENS_Gorom_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS), Gorom Refugee Camp - 2019",South Sudan,2019,2019,EHA,East and Horn of Africa,2021-12-14T15:31:28+01:00,2022-01-17T11:34:54+01:00,82,1175,"UNHCR, ACROSS, WFP, UNICEF",47,1,survey,584,https://microdata.unhcr.org/index.php/catalog/584,,234.0,Standardized Expanded Nutrition Survey (SENS)
367,UNHCR_SDN_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Sudan,2019,2019,EHA,East and Horn of Africa,2021-04-10T15:32:39+02:00,2021-04-10T15:32:39+02:00,106,2659,UNHCR,71,1,survey,361,https://microdata.unhcr.org/index.php/catalog/361,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
368,UNHCR_SWZ_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Swaziland,2019,2019,SAO,Southern Africa,2021-04-10T15:33:13+02:00,2021-04-10T15:33:13+02:00,106,2229,UNHCR,51,1,survey,365,https://microdata.unhcr.org/index.php/catalog/365,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
369,UNHCR_TZA_2019_SENS_KIGOMA_v2.1,3,licensed,"Standardized Expanded Nutrition Survey (SENS) in Kigoma Refugee Camps (Nyarugusu, Nduta and Mtendeli) - October 2019",Tanzania,2019,2019,EHA,East and Horn of Africa,2020-06-02T11:31:06+02:00,2020-06-02T13:22:40+02:00,158,47659,UNHCR,1282,1,survey,235,https://microdata.unhcr.org/index.php/catalog/235,,54.0,Standardized Expanded Nutrition Survey (SENS)
370,UNHCR_TZA_2019_CookingFuels_Kibondo_v2.1,3,licensed,Alternative Cooking Fuels and Training Programme - 2019,Tanzania,2019,2019,EHA,East and Horn of Africa,2020-06-21T07:33:41+02:00,2020-06-30T11:48:28+02:00,173,4840,UNHCR,312,1,survey,237,https://microdata.unhcr.org/index.php/catalog/237,,56.0,Alternative Cooking Fuels and Training Programme
371,UNHCR_TZA_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Tanzania,2019,2019,EHA,East and Horn of Africa,2021-04-10T15:33:54+02:00,2021-04-10T15:33:54+02:00,106,2301,UNHCR,65,1,survey,370,https://microdata.unhcr.org/index.php/catalog/370,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
372,UNHCR_TZA_2019_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2019",Tanzania,2019,2019,EHA,East and Horn of Africa,2021-04-09T22:47:37+02:00,2021-04-09T22:47:37+02:00,101,2169,UNHCR,83,1,survey,323,https://microdata.unhcr.org/index.php/catalog/323,,102.0,Energy Monitoring Framework Survey
373,UNHCR_TUN_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Tunisia,2019,2019,MENA,Middle East and North Africa,2021-04-10T15:33:38+02:00,2021-04-10T15:33:38+02:00,106,2526,UNHCR,78,1,survey,368,https://microdata.unhcr.org/index.php/catalog/368,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
374,UNHCR_UGA_2019_KAP_Palabek_v2.1,3,licensed,"WASH KAP Survey Palabek Settlement (Refugees & Host Community), October 2019",Uganda,2019,2019,EHA,East and Horn of Africa,2020-08-24T14:28:26+02:00,2020-09-23T10:22:18+02:00,175,6381,"UNHCR, LWF",348,1,survey,253,https://microdata.unhcr.org/index.php/catalog/253,,68.0,KAP WASH Survey
375,UNHCR_UGA_2019_CBI_PDM_v2.1,3,licensed,"Post-Distribution Monitoring of Cash-Based Intervention, April 2019",Uganda,2019,2019,EHA,East and Horn of Africa,2021-06-23T11:37:34+02:00,2021-06-23T11:39:23+02:00,211,3486,UNHCR,114,1,survey,469,https://microdata.unhcr.org/index.php/catalog/469,,180.0,Post-Distribution Monitoring of Cash-Based Interventions
376,UNHCR_UGA_2019_KAP_Kyangwali_v2.1,3,licensed,"WASH KAP Survey Kyangwali Refugee Camp, November 2019",Uganda,2019,2019,EHA,East and Horn of Africa,2020-02-13T14:47:13+01:00,2020-05-20T13:33:46+02:00,99,3010,UNHCR,381,1,survey,213,https://microdata.unhcr.org/index.php/catalog/213,,38.0,KAP WASH Survey
377,HDX_GTS_UGA_2019_PS_vEXT,5,remote,Community Perception Survey - 2019,Uganda,2019,2019,EHA,East and Horn of Africa,2021-05-12T14:40:46+02:00,2021-05-12T14:40:56+02:00,0,655,Ground Truth Solutions,0,1,survey,384,https://microdata.unhcr.org/index.php/catalog/384,,112.0,Community Perception Survey
378,UNHCR_UKR_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Ukraine,2019,2019,EURO,Europe,2021-04-10T15:34:11+02:00,2021-04-10T15:34:11+02:00,106,2837,UNHCR,75,1,survey,372,https://microdata.unhcr.org/index.php/catalog/372,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
379,UNHCR_UKR_2019_ShelterMonit_v2.1,3,licensed,Monitoring of the Shelter Programme - 2019,Ukraine,2019,2020,EURO,Europe,2021-12-21T17:56:40+01:00,2021-12-21T17:58:09+01:00,69,1503,UNHCR,51,1,survey,588,https://microdata.unhcr.org/index.php/catalog/588,,238.0,Monitoring of the Shelter Programme
380,UNHCR_YEM_2019_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2019",Yemen,2019,2019,MENA,Middle East and North Africa,2021-04-09T22:47:45+02:00,2021-04-09T22:47:45+02:00,101,2769,UNHCR,92,1,survey,324,https://microdata.unhcr.org/index.php/catalog/324,,102.0,Energy Monitoring Framework Survey
381,UNHCR_ZMB_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Zambia,2019,2019,SAO,Southern Africa,2021-04-10T15:34:44+02:00,2021-04-10T15:34:44+02:00,106,2903,UNHCR,65,1,survey,376,https://microdata.unhcr.org/index.php/catalog/376,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
382,UNHCR_ZWE_2019_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2019",Zimbabwe,2019,2019,SAO,Southern Africa,2021-04-10T15:35:00+02:00,2021-04-10T15:35:00+02:00,106,3103,UNHCR,67,1,survey,378,https://microdata.unhcr.org/index.php/catalog/378,,105.0,Livelihoods Programme Monitoring Beneficiary Survey
383,UNHCR-ZWE-2019-KAP-v2.1,3,licensed,KAP WASH Survey in Tongorara Refugee Camp - 2019,Zimbabwe,2019,2019,SAO,Southern Africa,2019-10-30T14:14:22+01:00,2019-12-05T14:55:58+01:00,27,3081,UNHCR,475,1,survey,164,https://microdata.unhcr.org/index.php/catalog/164,,18.0,KAP WASH Survey
384,UNHCR_SENS_TCD_2019_v1,3,licensed,SENS in Refugee Camps and Host Villages in South Chad and the Lac Region 2019,Chad,2018,2019,WA,West and Central Africa,2020-01-16T11:19:08+01:00,2020-05-04T10:54:39+02:00,124,3340,"United Nations High Commissioner for Refugees, , , , ",163,1,survey,202,https://microdata.unhcr.org/index.php/catalog/202,,27.0,Standardized Expanded Nutrition Survey (SENS)
385,UNHCR_GRC_PROFILING_2019_v2.1,3,licensed,"Thessaloniki: Profiling of Refugees, Asylum Seekers and Third Country Nationals not registered with the Asylum Service. Potential and Obstacles to Local Integration.  2019",Greece,2018,2018,EURO,Europe,2020-02-13T15:03:21+01:00,2020-02-13T15:08:09+01:00,400,13793,"Municipality of Thessaloniki, United Nations High Commissioner for Refugees (UNHCR), JIPS, International Organisation for Migration (IOM), Norwegian Refugee Council (NRC), Alkyone Refugee Day Care Centre, Danish Refugee Council (DRC), Arsis Association for the Social Support of Youth, Solidarity",400,1,survey,214,https://microdata.unhcr.org/index.php/catalog/214,,39.0,Internal Displacement Profiling
386,UNHCR_SDN_PROFILING_2019_v2.1,3,licensed,"Progress Towards Durable Solutions in Abu Shouk and El Salam IDP Camps, 2019",Sudan,2018,2018,EHA,East and Horn of Africa,2020-03-30T14:01:44+02:00,2020-03-30T14:04:50+02:00,565,20455,"Sudanese Government's Joint Mechanism for Durable Solutions, Joint IDP Profiling Service, Durable Solutions Working Group, World Bank, Department for International Development, Swiss Development Cooperation, Cathotlic Relief Services, Plan International, UNHCR",671,1,survey,227,https://microdata.unhcr.org/index.php/catalog/227,,50.0,Progress Towards Durable Solutions
387,UNHCR_NPL_2018_SENS_v2.1,3,licensed,Standardized Expanded Nutrition Survey (SENS) - 2018,Nepal,2020,2021,ASIA,Asia Pacific,2021-10-03T10:37:15+02:00,2021-10-03T10:37:20+02:00,54,5180,UNHCR,145,1,survey,521,https://microdata.unhcr.org/index.php/catalog/521,,214.0,Standardized Expanded Nutrition Survey (SENS)
388,ORR_USA_2018_ASR_vEXT,5,remote,"Annual Survey of Refugees, 2018",United States of America,2019,2019,SA,Americas,2022-06-27T10:52:08+02:00,2022-06-27T10:52:56+02:00,280,1372,"Office of Refugee Resettlement, Urban Institute (Contractor)",0,1,survey,695,https://microdata.unhcr.org/index.php/catalog/695,,308.0,Annual Survey of Refugees
389,UNHCR_AFG_2018_VOL_REP,3,licensed,"Voluntary Repatriation, 2018",Afghanistan,2018,2018,ASIA,Asia Pacific,2022-01-18T14:24:34+01:00,2022-01-18T14:52:17+01:00,11,1106,UNHCR,261,1,survey,598,https://microdata.unhcr.org/index.php/catalog/598,,247.0,Voluntary Repatriation
390,UNHCR_ZAF_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",South Africa,2018,2018,SAO,Southern Africa,2021-04-10T15:34:19+02:00,2021-04-10T15:34:19+02:00,106,2629,UNHCR,45,1,survey,373,https://microdata.unhcr.org/index.php/catalog/373,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
391,UNHCR_ARG_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Argentina,2018,2018,SA,Americas,2021-04-10T15:27:50+02:00,2021-04-10T15:27:50+02:00,106,4184,UNHCR,85,1,survey,327,https://microdata.unhcr.org/index.php/catalog/327,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
392,UNHCR_BGD_MSNA_2018_v2.1,3,licensed,"Multi Sector Needs Assessment: Cox’s Bazar, Rohingya Refugee Response – July 2018",Bangladesh,2018,2018,ASIA,Asia Pacific,2019-10-18T18:57:11+02:00,2019-10-18T19:43:48+02:00,294,71656,UNHCR,956,1,survey,136,https://microdata.unhcr.org/index.php/catalog/136,,,
393,UNHCR_BGD_KAP_2018_v2.1,3,licensed,"WASH KAP Survey Rohingya Cox’s Bazar, 2018",Bangladesh,2018,2018,ASIA,Asia Pacific,2019-10-29T11:33:14+01:00,2019-10-29T11:47:28+01:00,380,18552,UNHCR,481,1,survey,148,https://microdata.unhcr.org/index.php/catalog/148,,,
394,UNHCR_BGD_PDM_2018_SEPTEMBER_v2.1,3,licensed,Post Distribution Monitoring shelter and non-food items - September 2018,Bangladesh,2018,2018,ASIA,Asia Pacific,2020-01-29T18:22:48+01:00,2020-01-29T18:33:26+01:00,444,13777,UNHCR,1032,1,survey,211,https://microdata.unhcr.org/index.php/catalog/211,,36.0,Post Distribution Monitoring of Non-Food Items
395,UNHCR_BGD_2018_WASH_SWEEP_v21,3,licensed,WASH Assessments in UNHCR Bangladesh Supported Camps 2018,Bangladesh,2018,2018,ASIA,Asia Pacific,2020-02-20T16:17:44+01:00,2022-12-14T11:47:47+01:00,84,7219,UNHCR,263,1,survey,216,https://microdata.unhcr.org/index.php/catalog/216,,,
396,UNHCR_BGD_PDM_2018_JULY_v2.1,3,licensed,Post-Distribution Monitoring Cash-Based Interventions - July 2018,Bangladesh,2018,2018,ASIA,Asia Pacific,2020-01-29T18:07:20+01:00,2020-01-29T18:07:42+01:00,103,5809,UNHCR,17262,1,survey,210,https://microdata.unhcr.org/index.php/catalog/210,,35.0,Post-Distribution Monitoring of Cash-Based Interventions
397,UNHCR_BGD_2018_EIS_data_v1.1,2,public,"Energy Monitoring Framework Survey, 2018",Bangladesh,2018,2018,ASIA,Asia Pacific,2021-04-09T22:45:45+02:00,2021-04-09T22:45:45+02:00,101,2995,UNHCR,67,1,survey,308,https://microdata.unhcr.org/index.php/catalog/308,,104.0,Energy Monitoring Framework Survey
398,UNHCR_BRA_SEA_2019,3,licensed,"Socio-economic profile of refugees, 2018-2019",Brazil,2018,2019,SA,Americas,2020-07-13T13:50:21+02:00,2020-07-13T13:56:14+02:00,483,10398,UNHCR,424,1,survey,246,https://microdata.unhcr.org/index.php/catalog/246,,64.0,Socioeconomic Assessment of Refugees
399,UNHCR_BFA_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Burkina Faso,2018,2018,WA,West and Central Africa,2021-04-10T15:27:58+02:00,2021-04-10T15:27:58+02:00,111,3739,UNHCR,79,1,survey,328,https://microdata.unhcr.org/index.php/catalog/328,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
400,UNHCR_CMR_2018_LIS_data_v1.1,2,public,"Livelihoods Programme Monitoring Beneficiary Survey, 2018",Cameroon,2018,2018,WA,West and Central Africa,2021-04-10T15:28:31+02:00,2021-04-10T15:28:31+02:00,106,2792,UNHCR,57,1,survey,332,https://microdata.unhcr.org/index.php/catalog/332,,106.0,Livelihoods Programme Monitoring Beneficiary Survey
